"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Uruguay","URY","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3.13333333333333","3.3","3.33333333333333","3.35833333333333","3.38333333333333","3.38333333333333","3.38333333333333","3.38333","3.43333","3.475","3.55833333333333","3.58333333333333","3.675","3.74166666666667","3.816667","3.841667","3.841667",
"St. Vincent and the Grenadines","VCT","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.91666666666667","3.83333333333333","3.83333333333333","3.8","3.79166666666667","3.79166666666667","3.79166666666667","3.725","3.725","3.63333","3.61667","3.575","3.575","3.61666666666667","3.683333","3.70833333333333","3.658333","3.658333","3.658333",
"Venezuela, RB","VEN","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74166666666667","3.85","3.79166666666667","3.8","3.81666666666667","3.775","3.73333333333333","3.75","3.79166666666667","3.775","3.69167","","","","","","","","",
"Vanuatu","VUT","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14166666666667","3.14166666666667","3.25","3.3","3.38333333333333","3.39166666666667","3.43333333333333","3.44166666666667","3.44166666666667","3.44167","3.375","3.375","3.375","3.375","3.366667","3.36666666666667","3.391667","3.341667","3.3",
"World","WLD","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33695175438597","3.31773504273504","3.33266666666667","3.33066666666667","3.33690476190476","3.33712121212121","3.32339743589744","3.2940625","3.27952674897119","3.25087807017544","3.22861894736842","3.19429232876712","3.16666666666667","3.17865296803653","3.17055554666667","3.15993150684931","3.16249997222222","3.14189189189189","3.14211713513513",
"Samoa","WSM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.975","3.90833333333333","3.88333333333333","4","4.1","4.1","4.1","4.05833333333333","4","3.975","3.975","4","4","4","3.983333","3.95833333333333","3.958333","3.958333","3.958333",
"Kosovo","XKX","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.43333333333333","3.43333333333333","3.43333333333333","3.50833333333333","3.59166666666667","3.55","3.525","3.56667","3.56666666666667","3.525","3.633333","3.63333333333333","3.741667","3.741667","3.808333",
"Yemen, Rep.","YEM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29166666666667","3.25","3.225","3.2","3.15","3.16666666666667","2.975","2.99166666666667","2.99166666666667","2.96667","2.60833","2.38333","2.10833333333333","2.04166666666667","1.958333","1.875","1.875","1.891667","1.841667",
"South Africa","ZAF","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zambia","ZMB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.31666666666667","3.4","3.48333333333333","3.5","3.425","3.44166666666667","3.45833333333333","3.45833333333333","3.41666666666667","3.41667","3.29167","3.29166666666667","3.29166666666667","3.25","3.15","3.10833333333333","3.108333","3.158333","3.241667",
"Zimbabwe","ZWE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.81666666666667","1.76666666666667","1.65","1.4","1.85833333333333","1.975","2.19166666666667","2.23333333333333","2.25833333333333","2.65833333333333","2.85833333333333","2.71666666666667","2.78333333333333","2.79166666666667","2.98333333333333","2.98333333333333","3.025","2.983333","2.983333",
